Record_ID,Place,Zone,Police_Station,Crime_Type,Severity,Victim_Gender,Victim_Age_Group,Time_of_Crime,Day_of_Week,Month,Year,Weapon_Used,Number_of_Accused,Reported_Within_24h,Case_Status,Additional_Details,Data_Source
NGP-SYN-0586,Ravi Nagar,Zone II,Ravi Nagar,Illegal Liquor Trade,Low,Not Specified,46-60,Late Night (11 PM-4 AM),Sunday,November,2025,None,2,Yes,Case Pending,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0587,Byramji Town,Other,Byramji Town,Robbery,High,Male,Under 18,Late Night (11 PM-4 AM),Wednesday,August,2023,Vehicle,4,Yes,Under Trial,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0588,Sadar,Zone II,Sadar,Burglary,Medium,Male,26-35,Late Night (11 PM-4 AM),Saturday,November,2026,Blunt Object,Unknown,No,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0589,Rajendra Nagar,Other,Rajendra Nagar,Theft,Low,Female,26-35,Early Morning (4-7 AM),Tuesday,August,2023,None,1,Yes,FIR Registered - Under Investigation,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0590,Subhash Nagar,Zone I,Subhash Nagar,Mobile Phone Snatching,Low,Not Specified,18-25,Late Night (11 PM-4 AM),Thursday,July,2026,None,1,Yes,Case Pending,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0591,Yashodhara Nagar,Zone V,Yashodhara Nagar,Cyber Fraud,Medium,Male,46-60,Evening (3-7 PM),Sunday,June,2024,None/Physical Force,2,Yes,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0592,Manish Nagar,Zone IV,Manish Nagar,Motor Vehicle Theft,Medium,Male,26-35,Night (7-11 PM),Friday,February,2024,Blunt Object,1,Yes,Absconding Accused,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0593,Seminary Hills,Other,Seminary Hills,Robbery,High,Male,46-60,Evening (3-7 PM),Saturday,September,2025,None/Physical Force,1,No,Case Closed - Convicted,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0594,Gandhibagh,Zone III,Gandhibagh,House Break-in,Medium,Male,26-35,Afternoon (11 AM-3 PM),Thursday,November,2026,None,2,Yes,Case Closed - Acquitted,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0595,Sadar,Zone II,Sadar,Fraud,Medium,Not Specified,18-25,Late Night (11 PM-4 AM),Saturday,June,2026,Knife/Sharp Weapon,Unknown,Yes,Chargesheet Filed,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0596,Pratap Nagar,Zone I,Pratap Nagar,Mobile Phone Snatching,Low,Female,46-60,Late Night (11 PM-4 AM),Saturday,October,2024,None,1,No,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0597,Jaripatka,Zone V,Jaripatka,Rioting,High,Female,46-60,Evening (3-7 PM),Thursday,December,2025,Firearm,1,Yes,Absconding Accused,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0598,Ganeshpeth,Zone VI (Gandhibagh),Ganeshpeth,Kidnapping,High,Female,36-45,Night (7-11 PM),Monday,June,2024,Vehicle,1,No,Chargesheet Filed,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0599,Kalmeshwar,Other,Kalmeshwar,Cyber Fraud,Medium,Not Specified,18-25,Evening (3-7 PM),Wednesday,February,2026,None,4,Yes,Under Trial,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0600,Sakkardara,Zone VI (Gandhibagh),Sakkardara,Fraud,Medium,Female,18-25,Late Night (11 PM-4 AM),Thursday,September,2025,Knife/Sharp Weapon,3,No,Case Closed - Convicted,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0601,Pardi,Zone V,Pardi,Robbery,High,Male,18-25,Morning (7-11 AM),Wednesday,January,2024,Knife/Sharp Weapon,2,Yes,Chargesheet Filed,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0602,Ravi Nagar,Zone II,Ravi Nagar,Drug Trafficking,High,Male,36-45,Night (7-11 PM),Saturday,August,2024,Blunt Object,4,Yes,Case Pending,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0603,Pipla,Zone V,Pipla,Domestic Violence / Cruelty by Relatives,Medium,Female,26-35,Late Night (11 PM-4 AM),Thursday,February,2024,None/Physical Force,1,No,FIR Registered - Under Investigation,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0604,Pratap Nagar,Zone I,Pratap Nagar,Molestation,High,Female,46-60,Night (7-11 PM),Thursday,July,2025,Vehicle,1,Yes,Case Closed - Convicted,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0605,Ganeshpeth,Zone VI (Gandhibagh),Ganeshpeth,Human Trafficking,High,Female,60+,Evening (3-7 PM),Tuesday,September,2024,None/Physical Force,Unknown,Yes,FIR Registered - Under Investigation,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0606,Godhni,Zone V,Godhni,Grievous Hurt,High,Male,26-35,Night (7-11 PM),Saturday,December,2026,Knife/Sharp Weapon,1,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0607,Kalyan Nagar,Zone I,Kalyan Nagar,Cyber Fraud,Medium,Male,46-60,Evening (3-7 PM),Sunday,April,2024,None,1,Yes,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0608,Sadar,Zone II,Sadar,Burglary,Medium,Not Specified,36-45,Late Night (11 PM-4 AM),Thursday,February,2025,None,4,Yes,Case Closed - Acquitted,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0609,Sadar,Zone II,Sadar,Cyber Fraud,Medium,Not Specified,60+,Evening (3-7 PM),Tuesday,November,2025,None/Physical Force,3,Yes,Chargesheet Filed,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0610,Mahal,Zone VI (Gandhibagh),Mahal,Fraud,Medium,Male,46-60,Late Night (11 PM-4 AM),Thursday,March,2026,Knife/Sharp Weapon,2,Yes,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0611,Ashok Nagar,Other,Ashok Nagar,Cattle Theft,Low,Male,18-25,Late Night (11 PM-4 AM),Thursday,July,2024,None,2,Yes,Case Closed - Acquitted,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0612,Mankapur,Other,Mankapur,Chain Snatching,Medium,Female,36-45,Night (7-11 PM),Tuesday,April,2026,Blunt Object,1,Yes,Chargesheet Filed,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0613,Gandhibagh,Zone III,Gandhibagh,House Break-in,Medium,Male,46-60,Early Morning (4-7 AM),Friday,October,2023,None/Physical Force,3,Yes,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0614,Jaripatka,Zone V,Jaripatka,Mobile Phone Snatching,Low,Female,26-35,Late Night (11 PM-4 AM),Tuesday,December,2025,None,Unknown,Yes,Case Closed - Convicted,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0615,Bajaj Nagar,Zone I,Bajaj Nagar,Illegal Liquor Trade,Low,Male,26-35,Afternoon (11 AM-3 PM),Tuesday,August,2024,None,2,No,Absconding Accused,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0616,Imambada,Zone VI (Gandhibagh),Imambada,Motor Vehicle Theft,Medium,Male,60+,Late Night (11 PM-4 AM),Monday,December,2026,Knife/Sharp Weapon,2,Yes,Under Trial,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0617,Shraddhanand Peth,Zone II,Shraddhanand Peth,Assault,Medium,Male,26-35,Afternoon (11 AM-3 PM),Wednesday,August,2023,None/Physical Force,2,Yes,FIR Registered - Under Investigation,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0618,Dharampeth,Zone II,Dharampeth,Motor Vehicle Theft,Medium,Male,Under 18,Night (7-11 PM),Wednesday,June,2024,Knife/Sharp Weapon,2,Yes,FIR Registered - Under Investigation,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0619,Civil Lines,Zone II,Civil Lines,NDPS (Narcotics),Medium,Male,18-25,Late Night (11 PM-4 AM),Friday,August,2026,Knife/Sharp Weapon,1,Yes,Chargesheet Filed,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0620,Seminary Hills,Other,Seminary Hills,Robbery,High,Female,36-45,Night (7-11 PM),Saturday,February,2025,Knife/Sharp Weapon,2,Yes,Case Closed - Convicted,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0621,Godhni,Zone V,Godhni,Burglary,Medium,Male,46-60,Afternoon (11 AM-3 PM),Friday,December,2023,Blunt Object,2,No,Chargesheet Filed,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0622,Friends Colony,Zone IV,Friends Colony,Human Trafficking,High,Female,18-25,Late Night (11 PM-4 AM),Monday,August,2026,Firearm,4,Yes,Chargesheet Filed,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0623,Sadar,Zone II,Sadar,Fatal Road Accident (Rash Driving),High,Male,18-25,Night (7-11 PM),Wednesday,August,2023,None/Physical Force,1,Yes,Under Trial,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0624,Sakkardara,Zone VI (Gandhibagh),Sakkardara,Domestic Violence / Cruelty by Relatives,Medium,Not Specified,18-25,Late Night (11 PM-4 AM),Wednesday,January,2025,None/Physical Force,Unknown,Yes,Case Pending,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0625,Kapil Nagar,Zone V,Kapil Nagar,Assault,Medium,Male,18-25,Evening (3-7 PM),Wednesday,January,2026,Knife/Sharp Weapon,1,Yes,Chargesheet Filed,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0626,Gandhibagh,Zone III,Gandhibagh,Cyber Fraud,Medium,Male,60+,Afternoon (11 AM-3 PM),Wednesday,February,2025,Blunt Object,1,Yes,Absconding Accused,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0627,Ramdaspeth,Zone II,Ramdaspeth,Chain Snatching,Medium,Female,36-45,Early Morning (4-7 AM),Tuesday,March,2023,None/Physical Force,1,No,FIR Registered - Under Investigation,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0628,MIDC,Zone I,MIDC,Theft,Low,Female,26-35,Late Night (11 PM-4 AM),Tuesday,September,2023,None,2,Yes,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0629,Gandhinagar,Other,Gandhinagar,Eve Teasing / Harassment,Low,Female,36-45,Late Night (11 PM-4 AM),Wednesday,April,2024,None,Unknown,Yes,Chargesheet Filed,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0630,Rajendra Nagar,Other,Rajendra Nagar,Cattle Theft,Low,Male,46-60,Night (7-11 PM),Monday,August,2024,None,1,Yes,Case Pending,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0631,Pardi,Zone V,Pardi,Assault,Medium,Male,18-25,Morning (7-11 AM),Sunday,February,2026,Knife/Sharp Weapon,2,No,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0632,Hingna,Zone I,Hingna,Assault,Medium,Not Specified,26-35,Afternoon (11 AM-3 PM),Monday,November,2024,None/Physical Force,1,No,FIR Registered - Under Investigation,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0633,Friends Colony,Zone IV,Friends Colony,Domestic Violence / Cruelty by Relatives,Medium,Female,60+,Evening (3-7 PM),Wednesday,January,2025,Blunt Object,2,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0634,Kotwali,Zone VI (Gandhibagh),Kotwali,Cybercrime (OTP/Loan App Fraud),Medium,Male,46-60,Early Morning (4-7 AM),Wednesday,September,2023,None,2,Yes,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0635,Pachpaoli,Zone VI (Gandhibagh),Pachpaoli,Human Trafficking,High,Female,18-25,Morning (7-11 AM),Tuesday,August,2024,Firearm,1,Yes,Case Closed - Convicted,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0636,Tehsil,Zone VI (Gandhibagh),Tehsil,Burglary,Medium,Male,26-35,Afternoon (11 AM-3 PM),Wednesday,May,2026,None/Physical Force,2,Yes,FIR Registered - Under Investigation,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0637,Itwari,Zone III,Itwari,Chain Snatching,Medium,Female,26-35,Night (7-11 PM),Wednesday,January,2025,None/Physical Force,2,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0638,Kotwali,Zone VI (Gandhibagh),Kotwali,Cyber Fraud,Medium,Female,26-35,Early Morning (4-7 AM),Thursday,August,2026,None/Physical Force,Unknown,Yes,Chargesheet Filed,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0639,Kalyan Nagar,Zone I,Kalyan Nagar,Theft,Low,Not Specified,46-60,Evening (3-7 PM),Thursday,December,2023,None,2,Yes,FIR Registered - Under Investigation,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0640,Manish Nagar,Zone IV,Manish Nagar,Theft,Low,Not Specified,36-45,Late Night (11 PM-4 AM),Friday,February,2025,None,3,Yes,Chargesheet Filed,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0641,Gokulpeth,Other,Gokulpeth,Fatal Road Accident (Rash Driving),High,Male,46-60,Evening (3-7 PM),Saturday,October,2023,Blunt Object,1,Yes,Case Closed - Acquitted,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
